0.100000	1.000000	-40720.000000	0.000000
0.200000	-1.000000	-40756.000000	0.000000
0.300000	1.000000	-40204.000000	0.000000
0.400000	1.000000	-39508.000000	0.000000
0.500000	1.000000	-39724.000000	0.000000
0.600000	1.000000	-38536.000000	0.000000
0.700000	-1.000000	-39496.000000	0.000000
0.800000	1.000000	-40216.000000	0.000000
0.900000	1.000000	-40084.000000	0.000000
1.000000	-0.999999	-39615.920000	0.000127
1.100000	-0.999999	-39435.920000	0.000105
1.200000	0.999997	-39783.760000	0.000263
1.300000	0.999989	-39207.146667	0.000765
1.400000	-0.999978	-39398.240000	0.001453
1.500000	0.999951	-39972.066667	0.002747
1.600000	0.999911	-40784.853333	0.004738
1.700000	0.999551	-39697.120000	0.034481
1.800000	0.999715	-38729.266667	0.010935
1.900000	-0.999545	-40227.680000	0.015687
2.000000	-0.999347	-40595.920000	0.023096
2.100000	-0.999002	-39752.320000	0.028370
2.200000	0.998591	-40787.712000	0.038880
2.300000	-0.998056	-39713.460000	0.047479
2.400000	0.997323	-40159.730000	0.064186
2.500000	-0.996447	-39406.550000	0.077096
2.600000	-0.995464	-40085.780000	0.100469
2.700000	0.994273	-38552.000000	0.091412
2.800000	-0.992874	-39427.530000	0.109901
2.900000	-0.991039	-40208.860000	0.142212
3.000000	0.988866	-38843.140000	0.163190
3.100000	0.986923	-39065.670000	0.190590
3.200000	-0.984050	-39007.640000	0.220625
3.300000	-0.981444	-38380.130000	0.231403
3.400000	-0.978166	-37532.530000	0.263039
3.500000	-0.974031	-37772.320000	0.280653
3.600000	-0.969984	-38273.750000	0.323748
3.700000	0.964894	-37202.500000	0.349861
3.800000	0.959676	-38693.860000	0.368882
3.900000	0.953769	-35803.560000	0.382669
4.000000	-0.946970	-36104.220000	0.459369
4.100000	-0.939732	-36348.330000	0.507756
4.200000	0.931409	-35180.590000	0.529091
4.300000	-0.922372	-34300.480000	0.615173
4.400000	-0.911429	-32966.830000	0.643648
4.500000	0.894682	-32986.670000	0.839730
4.600000	-0.885051	-31760.280000	0.790513
4.700000	-0.868058	-31198.333333	0.704569
4.800000	0.848603	-29811.786667	0.791980
4.900000	-0.823163	-30458.786667	1.058158
5.000000	-0.788514	-28427.200000	1.205135
