50000000	-0.881600
50100000	-0.875200
50200000	-0.873800
50300000	-0.877000
50400000	-0.882400
50500000	-0.900600
50600000	-0.890800
50700000	-0.883200
50800000	-0.887600
50900000	-0.893800
51000000	-0.895000
51100000	-0.892400
51200000	-0.878200
51300000	-0.897600
51400000	-0.873200
51500000	-0.893600
51600000	-0.880800
51700000	-0.885200
51800000	-0.886400
51900000	-0.880800
52000000	-0.891400
52100000	-0.887400
52200000	-0.889200
52300000	-0.887000
52400000	-0.893400
52500000	-0.878800
52600000	-0.867200
52700000	-0.882200
52800000	-0.883400
52900000	-0.879200
53000000	-0.880600
53100000	-0.884400
53200000	-0.878000
53300000	-0.888000
53400000	-0.890200
53500000	-0.869800
53600000	-0.888200
53700000	-0.900200
53800000	-0.871200
53900000	-0.874200
54000000	-0.892200
54100000	-0.874400
54200000	-0.891400
54300000	-0.879200
54400000	-0.893400
54500000	-0.878400
54600000	-0.885600
54700000	-0.881800
54800000	-0.885600
54900000	-0.881800
55000000	-0.879400
55100000	-0.881600
55200000	-0.879600
55300000	-0.903000
55400000	-0.882200
55500000	-0.892400
55600000	-0.903400
55700000	-0.886600
55800000	-0.879400
55900000	-0.895400
56000000	-0.885600
56100000	-0.879400
56200000	-0.880600
56300000	-0.887400
56400000	-0.888600
56500000	-0.880800
56600000	-0.883600
56700000	-0.880400
56800000	-0.865000
56900000	-0.895600
57000000	-0.903600
57100000	-0.879800
57200000	-0.891400
57300000	-0.889200
57400000	-0.887400
57500000	-0.883400
57600000	-0.899200
57700000	-0.890000
57800000	-0.890200
57900000	-0.878200
58000000	-0.892800
58100000	-0.885200
58200000	-0.882200
58300000	-0.889600
58400000	-0.876800
58500000	-0.894400
58600000	-0.885600
58700000	-0.886800
58800000	-0.890600
58900000	-0.882200
59000000	-0.886000
59100000	-0.899400
59200000	-0.872600
59300000	-0.905200
59400000	-0.881600
59500000	-0.884800
59600000	-0.879800
59700000	-0.883000
59800000	-0.887200
59900000	-0.890600
60000000	-0.881600
60100000	-0.879600
60200000	-0.890200
60300000	-0.883200
60400000	-0.888400
60500000	-0.881400
60600000	-0.886600
60700000	-0.886800
60800000	-0.867400
60900000	-0.893800
61000000	-0.880400
61100000	-0.879800
61200000	-0.887200
61300000	-0.884200
61400000	-0.888600
61500000	-0.884800
61600000	-0.873800
61700000	-0.890000
61800000	-0.891200
61900000	-0.871200
62000000	-0.891000
62100000	-0.885200
62200000	-0.900400
62300000	-0.873400
62400000	-0.871000
62500000	-0.884400
62600000	-0.885000
62700000	-0.888800
62800000	-0.881400
62900000	-0.883000
63000000	-0.884000
63100000	-0.886600
63200000	-0.882600
63300000	-0.883800
63400000	-0.880800
63500000	-0.883600
63600000	-0.888800
63700000	-0.888000
63800000	-0.875400
63900000	-0.879400
64000000	-0.879200
64100000	-0.889000
64200000	-0.896800
64300000	-0.882000
64400000	-0.891800
64500000	-0.879200
64600000	-0.883200
64700000	-0.886600
64800000	-0.898000
64900000	-0.894000
65000000	-0.895400
65100000	-0.879800
65200000	-0.894600
65300000	-0.887600
65400000	-0.882000
65500000	-0.882600
65600000	-0.895200
65700000	-0.875600
65800000	-0.878800
65900000	-0.883600
66000000	-0.888000
66100000	-0.888200
66200000	-0.892600
66300000	-0.890800
66400000	-0.891600
66500000	-0.892600
66600000	-0.877600
66700000	-0.875400
66800000	-0.891800
66900000	-0.886800
67000000	-0.889400
67100000	-0.865600
67200000	-0.888600
67300000	-0.887000
67400000	-0.888600
67500000	-0.894000
67600000	-0.863000
67700000	-0.874600
67800000	-0.867400
67900000	-0.889000
68000000	-0.858800
68100000	-0.882000
68200000	-0.898600
68300000	-0.880200
68400000	-0.876200
68500000	-0.884600
68600000	-0.887400
68700000	-0.883800
68800000	-0.874600
68900000	-0.882200
69000000	-0.883600
69100000	-0.869800
69200000	-0.877800
69300000	-0.896800
69400000	-0.899400
69500000	-0.881200
69600000	-0.879600
69700000	-0.874400
69800000	-0.873600
69900000	-0.879600
70000000	-0.894200
70100000	-0.856600
70200000	-0.894400
70300000	-0.901400
70400000	-0.887000
70500000	-0.881800
70600000	-0.882800
70700000	-0.880000
70800000	-0.897400
70900000	-0.883600
71000000	-0.888800
71100000	-0.872400
71200000	-0.877400
71300000	-0.896200
71400000	-0.884600
71500000	-0.894400
71600000	-0.888200
71700000	-0.896800
71800000	-0.871800
71900000	-0.883400
72000000	-0.876000
72100000	-0.891000
72200000	-0.879200
72300000	-0.880200
72400000	-0.877200
72500000	-0.883600
72600000	-0.878400
72700000	-0.879200
72800000	-0.880400
72900000	-0.880400
73000000	-0.880000
73100000	-0.897200
73200000	-0.886400
73300000	-0.899200
73400000	-0.896000
73500000	-0.884400
73600000	-0.874800
73700000	-0.886000
73800000	-0.873800
73900000	-0.880000
74000000	-0.886200
74100000	-0.882200
74200000	-0.871400
74300000	-0.881200
74400000	-0.876400
74500000	-0.888200
74600000	-0.876600
74700000	-0.884400
74800000	-0.897200
74900000	-0.883600
75000000	-0.886800
75100000	-0.895600
75200000	-0.881800
75300000	-0.881400
75400000	-0.902400
75500000	-0.896200
75600000	-0.873800
75700000	-0.878600
75800000	-0.879800
75900000	-0.890600
76000000	-0.874200
76100000	-0.887400
76200000	-0.873800
76300000	-0.856800
76400000	-0.859800
76500000	-0.891400
76600000	-0.883600
76700000	-0.889600
76800000	-0.890800
76900000	-0.887400
77000000	-0.877800
77100000	-0.889000
77200000	-0.898400
77300000	-0.886200
77400000	-0.894400
77500000	-0.885000
77600000	-0.866200
77700000	-0.885400
77800000	-0.862800
77900000	-0.878800
78000000	-0.889400
78100000	-0.890400
78200000	-0.881800
78300000	-0.884600
78400000	-0.872800
78500000	-0.894200
78600000	-0.880600
78700000	-0.875200
78800000	-0.885800
78900000	-0.882200
79000000	-0.889200
79100000	-0.879200
79200000	-0.878400
79300000	-0.885000
79400000	-0.880400
79500000	-0.892400
79600000	-0.896400
79700000	-0.890000
79800000	-0.899400
79900000	-0.894200
80000000	-0.899800
80100000	-0.888200
80200000	-0.882000
80300000	-0.908800
80400000	-0.881600
80500000	-0.892000
80600000	-0.888600
80700000	-0.883600
80800000	-0.878000
80900000	-0.880400
81000000	-0.883200
81100000	-0.895200
81200000	-0.870400
81300000	-0.894400
81400000	-0.895000
81500000	-0.877000
81600000	-0.873000
81700000	-0.887400
81800000	-0.882000
81900000	-0.873800
82000000	-0.877800
82100000	-0.886400
82200000	-0.895200
82300000	-0.885800
82400000	-0.890000
82500000	-0.888200
82600000	-0.889800
82700000	-0.891800
82800000	-0.886600
82900000	-0.878400
83000000	-0.884200
83100000	-0.878600
83200000	-0.891800
83300000	-0.879800
83400000	-0.870400
83500000	-0.870600
83600000	-0.894200
83700000	-0.884600
83800000	-0.893800
83900000	-0.883400
84000000	-0.887200
84100000	-0.890800
84200000	-0.894200
84300000	-0.875200
84400000	-0.885000
84500000	-0.880200
84600000	-0.880400
84700000	-0.896200
84800000	-0.874200
84900000	-0.877600
85000000	-0.883400
85100000	-0.865400
85200000	-0.888800
85300000	-0.892000
85400000	-0.891400
85500000	-0.899000
85600000	-0.892200
85700000	-0.879800
85800000	-0.880000
85900000	-0.889200
86000000	-0.890400
86100000	-0.892600
86200000	-0.877800
86300000	-0.889600
86400000	-0.887000
86500000	-0.878200
86600000	-0.887600
86700000	-0.882600
86800000	-0.878200
86900000	-0.888600
87000000	-0.884600
87100000	-0.886000
87200000	-0.894000
87300000	-0.888200
87400000	-0.894800
87500000	-0.888000
87600000	-0.893800
87700000	-0.887000
87800000	-0.870800
87900000	-0.879400
88000000	-0.889400
88100000	-0.891000
88200000	-0.887600
88300000	-0.889200
88400000	-0.890400
88500000	-0.880200
88600000	-0.893800
88700000	-0.889600
88800000	-0.879200
88900000	-0.888200
89000000	-0.871800
89100000	-0.880400
89200000	-0.866600
89300000	-0.892200
89400000	-0.901400
89500000	-0.876800
89600000	-0.899800
89700000	-0.877200
89800000	-0.902800
89900000	-0.886200
90000000	-0.889800
90100000	-0.876400
90200000	-0.899400
90300000	-0.877400
90400000	-0.889200
90500000	-0.878600
90600000	-0.895800
90700000	-0.884400
90800000	-0.887600
90900000	-0.881200
91000000	-0.897400
91100000	-0.889200
91200000	-0.884600
91300000	-0.889000
91400000	-0.893200
91500000	-0.896000
91600000	-0.890600
91700000	-0.878800
91800000	-0.878200
91900000	-0.877200
92000000	-0.887600
92100000	-0.892200
92200000	-0.886600
92300000	-0.884800
92400000	-0.876600
92500000	-0.880400
92600000	-0.879200
92700000	-0.880800
92800000	-0.883000
92900000	-0.901800
93000000	-0.884200
93100000	-0.895800
93200000	-0.893000
93300000	-0.879800
93400000	-0.877000
93500000	-0.885400
93600000	-0.886800
93700000	-0.896200
93800000	-0.899400
93900000	-0.879600
94000000	-0.887000
94100000	-0.881200
94200000	-0.898200
94300000	-0.876200
94400000	-0.884400
94500000	-0.878200
94600000	-0.874400
94700000	-0.881800
94800000	-0.878800
94900000	-0.878800
95000000	-0.876400
95100000	-0.887800
95200000	-0.887200
95300000	-0.883200
95400000	-0.891800
95500000	-0.876400
95600000	-0.866400
95700000	-0.869600
95800000	-0.886200
95900000	-0.883200
96000000	-0.905200
96100000	-0.882400
96200000	-0.888400
96300000	-0.891600
96400000	-0.886000
96500000	-0.890000
96600000	-0.888600
96700000	-0.903000
96800000	-0.886600
96900000	-0.894200
97000000	-0.895200
97100000	-0.887600
97200000	-0.868800
97300000	-0.879400
97400000	-0.877400
97500000	-0.885000
97600000	-0.873200
97700000	-0.880600
97800000	-0.877600
97900000	-0.881000
98000000	-0.887400
98100000	-0.883200
98200000	-0.889600
98300000	-0.881200
98400000	-0.883400
98500000	-0.881000
98600000	-0.886800
98700000	-0.883800
98800000	-0.873800
98900000	-0.896400
99000000	-0.891200
99100000	-0.893000
99200000	-0.885800
99300000	-0.884600
99400000	-0.884600
99500000	-0.888600
99600000	-0.890000
99700000	-0.896800
99800000	-0.877800
99900000	-0.858200
